0.07703	0.88889	0.10465	0.03794	n 落地场景
0.07703	0.85366	0.11337	0.02269	部分落地场景示例
0.07703	0.81801	0.52762	0.01891	全维度覆盖以“批量、高频、小额、标准化”为特征的逾期债权，高并发联级作业是 Recov Agent 优势发挥最
0.07702	0.79538	0.07416	0.01899	明显的主动场。
0.09302	0.72581	0.04070	0.01716	落地场景
0.25277	0.72551	0.04097	0.01802	适用角色
0.09302	0.67917	0.05087	0.01527	生活服务类
0.25291	0.67730	0.36047	0.01715	逾期物业费、水/电/燃气/供暖/通讯欠费、长租公寓房租欠缴、商场小额租金违约等。
0.09296	0.63009	0.05099	0.01750	消费金融类
0.25291	0.62814	0.32558	0.01914	信用卡逾期账单、消费分期违约（花呗/白条等）、小额网贷/现金借款违约。
0.09299	0.58328	0.05095	0.01543	个人信贷类
0.25291	0.58154	0.30814	0.01883	银行无抵押个人信用贷款、汽车金融分期逾期、非银机构批量小额个贷。
0.09301	0.53648	0.06108	0.01522	商业小额债权
0.25291	0.53471	0.35029	0.01726	供应链下游小额欠款/账款催收、电商平台商家违约扣罚、标准化合同贸易尾款等。
0.09300	0.48769	0.05092	0.01712	知识产权类
0.25291	0.48566	0.28634	0.01903	图片/字体/音乐版权批量侵权索赔、专利商标小额侵权标准化索赌。
0.09298	0.44068	0.05095	0.01545	其他场景化
0.25291	0.43902	0.34157	0.01707	教育培训分期退款、医疗美容退费违约分期、会员订阅/续费等各类标准化场景。
0.07703	0.36022	0.10029	0.01882	典型落地场景示例
0.10015	0.27372	0.32293	0.03045	场景一：生活服务类（物业费催收）—唤醒沉睡历史坏账
0.53198	0.27767	0.35465	0.02439	2场景二：消费金融类（小额分期账单）—极低单笔成本并发新现
0.09884	0.24373	0.35174	0.01706	某大中型物业服务集团，面临数年拖欠物业费的历史旧账，传统依靠管家微信、上
0.53052	0.24373	0.36047	0.01706	某消费金融公司拥有数十万笔额度在几百元到数千元不等的小额消费分期账单，采用
0.09884	0.22312	0.35465	0.01703	门、第三方人工催收成本高、效率低，容易产生物业与业主对立情绪。接入 Recov
0.53198	0.22491	0.36483	0.01524	人工催收不但账目庞杂且催收合规风险极高。采用 Recov Agent 后，系统自动抓取债
0.09884	0.20251	0.36628	0.01703	Agent 后，智能体先以「项目管家」身份进行温馨问候和关怀，智能捕捉业主关于"电
0.53052	0.20251	0.36047	0.01703	权凭证、进行案件分类、千人千面的邮件、短信与语音外呼触达，话术严格遵循金融
0.10029	0.18190	0.36337	0.01703	梯长期不修”、“车位被占"等服务缺陷抗议，并转派实时回传物业公司，由项目人员核
0.53052	0.18190	0.36047	0.01703	消保监管红线，全程自动归档确认，以较低单笔催收成本实现精准批量清收，有效为
0.10029	0.16129	0.36047	0.01882	实维修并开放权限，对无实质意义欠费者，系统自动升级为「企业客服主管」或「法
0.53052	0.16308	0.06395	0.01523	企业现金流入。
0.10029	0.14247	0.35610	0.01703	务经理」进行利率申明，最终对个别钉子户全流程「企业律师」一键生成诉讼材料、
0.10029	0.12007	0.36047	0.01882	电子签章并自动提交立案申请，实现了良好的催收回款率，提升了项目服务水平，维
0.09884	0.10125	0.08576	0.01703	护了良好社区生态。
