0.11623	0.79225	0.06545	0.07042	合作模式
0.07703	0.72535	0.10029	0.04232	灵活的合作模式
0.07703	0.65825	0.53343	0.03541	以结果为导向、利益深度对齐的多元化合作模式，收得回才付费，让企业在高效、低成本、合规回款的同时也
0.07703	0.61616	0.11773	0.03535	能沉淀自有催收智能体。
0.09302	0.48592	0.06105	0.03169	合作服务模式
0.49273	0.48944	0.06105	0.02817	付费结算方式
0.09302	0.39731	0.09302	0.02875	RaaS按回款结果收费
0.49273	0.39731	0.14826	0.02875	按实际收回的款项百分比佣金收费
0.09302	0.30634	0.09593	0.03205	本地化部署+托管运维
0.49273	0.30634	0.15407	0.03205	本地化部署服务费+回款结果服务费
0.09302	0.21831	0.13663	0.02817	SaaS / API/ 开放平台接口授权
0.49273	0.21831	0.12500	0.02817	按实际使用量或按效果付费。
